iter	Logloss
154	0.6842080729
155	0.6841469392
156	0.6840958016
157	0.6840385607
158	0.6839790592
159	0.6839364753
160	0.6838658199
161	0.6838064302
162	0.6837384871
163	0.6836787406
164	0.6836235426
165	0.6835650216
166	0.6835268335
167	0.6834630427
168	0.6834210856
169	0.6833667039
170	0.6833137116
171	0.6832678626
172	0.6832171195
173	0.683152155
174	0.6830863049
175	0.6830344274
176	0.6829852203
177	0.6829221454
178	0.6828668788
179	0.6828050606
180	0.6827563344
181	0.682692829
182	0.6826349343
183	0.682571646
184	0.6825162188
185	0.6824416274
186	0.6823822043
187	0.6823215146
188	0.6822646915
189	0.6822039412
190	0.6821384842
191	0.6820824058
192	0.6820324845
193	0.6819773414
194	0.6819169235
195	0.6818639546
196	0.6818123758
197	0.6817583982
198	0.6816981355
199	0.6816324949
200	0.6815807673
201	0.6815169077
202	0.6814655193
203	0.6814006897
204	0.6813543925
205	0.6812926324
206	0.6812391306
207	0.6811866129
208	0.6811215503
209	0.6810633238
210	0.681011593
211	0.6809627645
212	0.6809107969
213	0.6808433342
214	0.6808041103
215	0.6807357062
216	0.6806809237
217	0.6806255028
218	0.6805595312
219	0.6804987075
220	0.6804585093
221	0.6804000956
222	0.6803409958
223	0.6802930158
224	0.680233282
225	0.6801729827
226	0.6801110464
227	0.6800516241
228	0.6799849667
229	0.6799433624
230	0.6798900866
231	0.6798393029
232	0.6797782475
233	0.6797275753
234	0.6796708633
235	0.6796205028
236	0.6795612536
237	0.6795081907
238	0.6794586025
239	0.6794030999
240	0.6793390184
241	0.6792878457
242	0.6792319791
243	0.6791724823
244	0.6791204953
245	0.6790597508
246	0.6789904284
247	0.6789364794
248	0.6788806892
249	0.678824427
250	0.6787741119
251	0.6787153859
252	0.6786696257
253	0.6786144828
254	0.678561061
255	0.6784983676
256	0.6784413992
257	0.6783814395
258	0.6783362644
259	0.6782833595
260	0.6782257378
261	0.6781817947
262	0.6781309169
263	0.6780719585
264	0.6780213008
265	0.6779647789
266	0.6778976989
267	0.6778345521
268	0.6777768543
269	0.6777116738
270	0.6776558351
271	0.6775967873
272	0.6775621125
273	0.6775079149
274	0.6774529115
275	0.6774003889
276	0.6773414798
277	0.6772834303
278	0.6772297435
279	0.6771831118
280	0.6771114205
281	0.6770456418
282	0.6769900059
283	0.676950822
284	0.676909315
285	0.6768578565
286	0.6768032197
287	0.6767493312
288	0.6766863183
289	0.6766365925
290	0.6765760078
291	0.6765220138
292	0.6764690826
293	0.6764101492
294	0.6763549878
295	0.676293709
296	0.67622929
297	0.6761678769
298	0.6761049013
299	0.6760629944
300	0.676011749
301	0.6759591234
302	0.6759012559
303	0.6758506365
304	0.6757903985
305	0.6757418347
306	0.6756930463
307	0.6756495899
308	0.6755919554
309	0.6755275017
310	0.6754753728
311	0.6754241893
312	0.6753808686
313	0.6753211577
314	0.6752605556
315	0.6752085739
316	0.6751520127
317	0.6750828037
318	0.6750272936
319	0.6749757492
320	0.6749231873
321	0.6748609404
322	0.6748060526
323	0.674736157
324	0.6746823923
325	0.6746388641
326	0.6745921338
327	0.6745225448
328	0.6744706301
329	0.6744123228
330	0.6743664254
331	0.6743140234
332	0.6742707123
333	0.6742193137
334	0.6741592048
335	0.6741096554
336	0.6740399173
337	0.6739904999
338	0.673931712
339	0.673874638
340	0.6738129682
341	0.6737673984
342	0.673724447
343	0.6736716458
344	0.6736202124
345	0.6735570766
346	0.6735054329
347	0.6734486477
348	0.6733946714
349	0.6733515518
350	0.6732897232
351	0.6732336121
352	0.6731815364
353	0.673118575
354	0.6730734178
355	0.6730040948
356	0.6729474495
357	0.6728903342
358	0.6728166308
359	0.6727582492
360	0.6727165779
361	0.6726518851
362	0.672594025
363	0.6725349544
364	0.6724743526
365	0.6724099892
366	0.6723571328
367	0.6722960523
368	0.672238738
369	0.6722002825
370	0.6721525885
371	0.6720900948
372	0.6720422668
373	0.6719778932
374	0.6719362403
375	0.6718856225
376	0.6718386394
377	0.6717899037
378	0.6717287167
379	0.6716588374
380	0.6716028125
381	0.671555347
382	0.6715163613
383	0.6714543674
384	0.6714077307
385	0.6713517396
386	0.6712864138
387	0.6712358392
388	0.6711921707
389	0.6711329826
390	0.6710830528
391	0.6710282367
392	0.6709733972
393	0.6709140876
394	0.6708616572
395	0.670802752
396	0.6707511283
397	0.6706841164
398	0.670622139
399	0.6705832187
400	0.6705255567
401	0.6704662467
402	0.6704137788
403	0.6703493019
404	0.6702993153
405	0.6702592909
406	0.6702169442
407	0.6701732365
408	0.6701265225
409	0.6700822725
410	0.6700273166
411	0.6699754024
412	0.6699182547
413	0.669874843
414	0.6698155564
415	0.6697602859
416	0.6697005497
417	0.6696520284
418	0.6695952024
419	0.6695414271
420	0.6694882446
421	0.6694325159
422	0.6693748435
423	0.6693238562
424	0.6692819866
425	0.6692343384
426	0.6691826564
427	0.6691357944
428	0.6690731548
429	0.6690299045
430	0.6689703873
431	0.6689249996
432	0.668870021
433	0.6688252545
434	0.668771139
435	0.6687206362
436	0.6686655684
437	0.6685980143
438	0.6685345318
439	0.6684813717
440	0.6684255064
441	0.6683678191
442	0.6683190996
443	0.6682552957
444	0.6682078856
445	0.668152375
446	0.6680927589
447	0.668040419
448	0.6679889744
449	0.6679256968
450	0.6678681227
451	0.6678295216
452	0.6677762112
453	0.6677346725
454	0.6676827709
455	0.6676229194
456	0.667572785
457	0.6675191263
458	0.6674730201
459	0.6674354572
460	0.6673906612
461	0.6673401121
462	0.6672786675
463	0.6672263601
464	0.667166627
465	0.6671107181
466	0.6670574846
467	0.6670105271
468	0.6669687756
469	0.6669142133
470	0.6668617046
471	0.6668064806
472	0.6667463908
473	0.6666879491
474	0.6666435779
475	0.6665752293
476	0.6665291653
477	0.6664874881
478	0.6664312907
479	0.6663937935
480	0.6663542376
481	0.6663059556
482	0.6662507019
483	0.6661911843
484	0.6661368879
485	0.6660891119
486	0.6660380261
487	0.6659762224
488	0.6659156574
489	0.6658578824
490	0.6658117667
491	0.6657687054
492	0.6657076221
493	0.6656626482
494	0.6656108429
495	0.6655549693
496	0.66549217
497	0.6654427648
498	0.6653865818
499	0.6653437967
500	0.6652875056
501	0.6652416687
502	0.6651931556
503	0.6651456231
504	0.6650839845
505	0.6650267144
506	0.6649640031
507	0.6649099588
508	0.6648585554
509	0.664804945
510	0.6647624555
511	0.6647190306
512	0.6646590062
513	0.6646110767
514	0.6645529097
515	0.6644982932
516	0.6644320954
517	0.6643827403
518	0.664328922
519	0.6642717392
520	0.6642121745
521	0.6641643328
522	0.664118774
523	0.6640580252
524	0.6640019999
525	0.6639407977
526	0.6638968121
527	0.6638320144
528	0.6637794615
529	0.6637219979
530	0.6636763778
531	0.6636124548
532	0.6635609993
533	0.6635109274
534	0.6634649577
535	0.6634157265
536	0.6633576967
537	0.663305962
538	0.6632601882
539	0.6632110281
540	0.6631617924
541	0.6630985138
542	0.6630467606
543	0.6630058865
544	0.6629624177
545	0.6629046633
546	0.6628491679
547	0.6627990227
548	0.6627480926
549	0.6626983555
550	0.6626524579
551	0.6626028213
552	0.6625649521
553	0.6625201624
554	0.6624663556
555	0.6624156667
556	0.6623646164
557	0.6623116637
558	0.6622513189
559	0.6621979027
560	0.6621442329
561	0.6620814431
562	0.6620256239
563	0.6619677367
564	0.6619181997
565	0.6618656089
566	0.6618057073
567	0.6617653634
568	0.6617129085
569	0.661655854
570	0.6616121745
571	0.6615617433
572	0.6615117597
573	0.6614548313
574	0.6614010942
575	0.6613531161
576	0.6613049179
577	0.6612485185
578	0.6611943165
579	0.6611252061
580	0.6610734542
581	0.6610294756
582	0.6609894186
583	0.6609286378
584	0.6608667695
585	0.6608266227
586	0.6607630632
587	0.6607067363
588	0.6606642356
589	0.6606083031
590	0.6605631822
591	0.6605259169
592	0.6604613249
593	0.6604135786
594	0.6603588917
595	0.6602997494
596	0.6602551372
597	0.6602088385
598	0.6601557328
599	0.6600991165
600	0.6600472823
601	0.6599887015
602	0.659959784
603	0.6599003234
604	0.6598580259
605	0.6598174904
606	0.6597619007
607	0.6597079739
608	0.6596522119
609	0.6595960671
610	0.6595313608
611	0.6594921134
612	0.6594292367
613	0.6593772312
614	0.6593249598
615	0.6592670633
616	0.6592138688
617	0.6591585104
618	0.659116123
619	0.6590574688
620	0.6590093815
621	0.6589616924
622	0.6589066338
623	0.6588661108
624	0.658824312
625	0.6587854199
626	0.6587370947
627	0.6586845554
628	0.6586388079
629	0.658589783
630	0.6585385858
631	0.6584880371
632	0.658417561
633	0.6583489281
634	0.658296517
635	0.658248004
636	0.6581863766
637	0.6581245211
638	0.6580791345
639	0.6580163482
640	0.6579752869
641	0.6579157554
642	0.6578691458
643	0.6578053325
644	0.657762089
645	0.6577085168
646	0.6576513964
647	0.6575943978
648	0.6575476637
649	0.6574976272
650	0.6574510614
651	0.6573960596
652	0.6573517347
653	0.6572995795
654	0.6572525515
655	0.6572051563
656	0.6571495152
657	0.6570929649
658	0.6570492958
659	0.6570004654
660	0.6569623312
661	0.6569051979
662	0.6568757745
663	0.656831047
664	0.6567720992
665	0.6567221862
666	0.6566719351
667	0.6566131042
668	0.6565526484
669	0.6565088679
670	0.6564573359
671	0.6564009725
672	0.6563530342
673	0.6563085675
674	0.6562490382
675	0.6561993376
676	0.6561325722
677	0.6560806409
678	0.6560393143
679	0.6559825555
680	0.6559339558
681	0.6558791637
682	0.6558417992
683	0.6557945529
684	0.6557575202
685	0.65571394
686	0.65566072
687	0.655607527
688	0.6555511653
689	0.6554900425
690	0.6554370358
691	0.6553979424
692	0.6553462998
693	0.6552963354
694	0.6552489624
695	0.6551918225
696	0.6551524616
697	0.6550968765
698	0.6550542496
699	0.6550095743
700	0.654969455
701	0.6549086264
702	0.6548569374
703	0.6548190725
704	0.6547718466
705	0.6547371687
706	0.6546847723
707	0.6546360365
708	0.6545921578
709	0.6545442436
710	0.6544833632
711	0.6544204746
712	0.6543675655
713	0.6543175291
714	0.65426518
715	0.6542156243
716	0.6541669221
717	0.6541068354
718	0.6540633878
719	0.6540143097
720	0.6539701701
721	0.6539086164
722	0.6538714861
723	0.653825827
724	0.6537911898
725	0.6537469439
726	0.6537000546
727	0.6536437605
728	0.6536010677
729	0.6535436244
730	0.653491919
731	0.6534422425
732	0.6533768484
733	0.653334696
734	0.6532780183
735	0.6532296034
736	0.6531816137
737	0.6531353703
738	0.6530841929
739	0.6530375495
740	0.6529714379
741	0.6529128694
742	0.6528621567
743	0.6528089979
744	0.6527515081
745	0.6527044286
746	0.6526505863
747	0.6526034755
748	0.6525451049
749	0.6524887506
750	0.6524470479
751	0.6523865981
752	0.6523337561
753	0.6522888672
754	0.6522396627
755	0.6521951367
756	0.652153586
757	0.6521133251
758	0.6520640195
759	0.652035916
760	0.651987326
761	0.6519532342
762	0.6519096757
763	0.6518638102
764	0.6518203237
765	0.6517801781
766	0.6517376337
767	0.6516894811
768	0.6516380312
769	0.6515890223
770	0.6515339863
771	0.6514893295
772	0.6514333855
773	0.6513911056
774	0.6513229742
775	0.6512755233
776	0.6512201762
777	0.6511676859
778	0.6511115774
779	0.6510660467
780	0.6510333366
781	0.6509814735
782	0.6509308794
783	0.6508793309
784	0.6508387902
785	0.650777437
786	0.6507224948
787	0.6506737695
788	0.650615744
789	0.6505656739
790	0.6505106053
791	0.6504588862
792	0.6504197575
793	0.65037638
794	0.6503228581
795	0.6502814148
796	0.650230689
797	0.6501730392
798	0.6501254032
799	0.6500719413
800	0.6500164609
801	0.6499624435
802	0.649916477
803	0.6498699767
804	0.6498226889
805	0.6497830635
806	0.6497265289
807	0.6496611847
808	0.6496210338
809	0.6495646297
810	0.6495147887
811	0.6494601145
812	0.6494115531
813	0.6493664193
814	0.6493120985
815	0.6492622326
816	0.6492155053
817	0.649163587
818	0.6491264115
819	0.64907321
820	0.6490114381
821	0.6489639355
822	0.6489262765
823	0.6488741824
824	0.6488283594
825	0.6487806496
826	0.6487347084
827	0.6486938474
828	0.6486519223
829	0.6486064819
830	0.6485576107
831	0.6485003283
832	0.6484509769
833	0.6484041282
834	0.6483522703
835	0.6483059635
836	0.6482647843
837	0.6482179355
838	0.6481708067
839	0.6481157487
840	0.6480660596
841	0.6480120763
842	0.6479578379
843	0.6479137844
844	0.6478739525
845	0.6478242448
846	0.6477822308
847	0.6477287361
848	0.6476815907
849	0.6476327149
850	0.647587864
851	0.6475339305
852	0.6474712477
853	0.6474169143
854	0.6473600003
855	0.6473266991
856	0.6472819347
857	0.6472390026
858	0.6471918039
859	0.6471386815
860	0.6470924004
861	0.6470470251
862	0.6469982552
863	0.6469514638
864	0.6469058665
865	0.6468655882
866	0.6468298161
867	0.6467874626
868	0.6467335925
869	0.6466799528
870	0.6466384211
871	0.646595591
872	0.6465397796
873	0.6464887739
874	0.6464508068
875	0.646408908
876	0.6463750039
877	0.6463220114
878	0.6462734453
879	0.6462111686
880	0.6461610106
881	0.6461082257
882	0.6460620742
883	0.6460127233
884	0.6459662919
885	0.6459164377
886	0.6458753148
887	0.6458216308
888	0.6457847757
889	0.6457295007
890	0.6456864134
891	0.6456398265
892	0.6455921493
893	0.645569018
894	0.6455132093
895	0.645455709
896	0.6454126516
897	0.6453615101
898	0.6453030557
899	0.6452489364
900	0.6451937853
901	0.6451524297
902	0.6451058245
903	0.6450586946
904	0.6450203019
905	0.6449824294
906	0.6449325691
907	0.6448733565
908	0.6448361652
909	0.644790913
910	0.6447322772
911	0.6446849353
912	0.6446240347
913	0.644581739
914	0.6445342508
915	0.6444783833
916	0.6444194519
917	0.6443729155
918	0.6443391494
919	0.6442987269
920	0.6442389648
921	0.6441938903
922	0.6441408325
923	0.644097612
924	0.6440547918
925	0.6440076047
926	0.6439435429
927	0.6438879005
928	0.6438318143
929	0.6437774044
930	0.6437433117
931	0.643692039
932	0.6436460875
933	0.6435997162
934	0.6435557439
935	0.6435066192
936	0.6434598748
937	0.6434180118
938	0.6433692683
939	0.6433193402
940	0.6432628417
941	0.6432107923
942	0.6431557933
943	0.6430971718
944	0.6430506851
945	0.6429997544
946	0.642952257
947	0.6428900367
948	0.6428348262
949	0.6427864822
950	0.6427414005
951	0.6426935338
952	0.6426454786
953	0.6426021291
954	0.6425509869
955	0.6425022685
956	0.6424539599
957	0.6424049069
958	0.6423444663
959	0.6422924735
960	0.6422530069
961	0.6422099568
962	0.642169001
963	0.6421090746
964	0.6420636871
965	0.6420171594
966	0.6419634516
967	0.6419251097
968	0.6418825694
969	0.6418332044
970	0.6417976778
971	0.6417466532
972	0.6416957495
973	0.6416490933
974	0.6416073322
975	0.6415506113
976	0.6415035588
977	0.6414533969
978	0.6414022033
979	0.6413575827
980	0.6413197517
981	0.6412720598
982	0.6412313825
983	0.6411823907
984	0.6411332303
985	0.6410960338
986	0.6410423937
987	0.6409799575
988	0.6409251604
989	0.640878357
990	0.6408318111
991	0.6407823086
992	0.6407337938
993	0.6406831975
994	0.640634389
995	0.640584801
996	0.6405309383
997	0.6404785258
998	0.6404314118
999	0.6403895118
